"stop_id","stop_name","stop_lon","stop_lat"
"8400621","Utrecht Centraal",5.111168,52.087581
"8400071","Arnhem Centraal",5.898964,51.984681
"8001774","Emmerich(Gr)",6.137349,51.901252
"8000118","Gelsenkirchen Hbf",7.104076,51.505439
"8007768","Norddeich Mole",7.158479,53.625635
"8004449","Norddeich",7.16007,53.622031
"8000192","Wanne-Eickel Hbf",7.165787,51.531256
"8001768","Emden Hbf",7.195011,53.368795
"8000307","Recklinghausen Hbf",7.203245,51.615593
"8000800","Norden",7.220783,53.586982
"8003978","Meppen",7.298018,52.696016
"8003701","Lingen(Ems)",7.321732,52.519872
"8004751","Papenburg(Ems)",7.386706,53.089707
"8000316","Rheine",7.435176,52.276103
"8000080","Dortmund Hbf",7.459294,51.517899
"8000225","Leer(Ostfriesl)",7.46529,53.231647
"8003169","Kamen-Methler",7.60287,51.56582
"8000263","Münster(Westf)Hbf",7.635896,51.956896
"8002841","Münster-Hiltrup",7.654567,51.904731
"8003168","Kamen",7.661012,51.585228
"8005102","Rinkerode",7.689463,51.844477
"8001558","Drensteinfurt",7.733708,51.798659
"8003986","Mersch(Westf)",7.737357,51.762729
"8001045","Bockum-Hövel",7.77264,51.705602
"8000149","Hamm(Westf)",7.807824,51.678077
"8006323","Welver",7.956658,51.61625
"8001093","Borgeln",8.033021,51.598028
"8000294","Osnabrück Hbf",8.06123,52.272192
"8000076","Soest",8.10534,51.578315
"8000745","Bad Sassendorf",8.162017,51.586936
"8000291","Oldenburg(Oldb)",8.222451,53.144694
"8006369","Westerland(Sylt)",8.311076,54.906149
"8000571","Lippstadt",8.348776,51.670688
"8001443","Diepholz",8.380257,52.604586
"8002461","Gütersloh Hbf",8.385632,51.90732
"8001394","Dedinghausen",8.398712,51.672387
"8001692","Ehringhausen(Kr Lippstadt)",8.449267,51.662805
"8002262","Geseke",8.510304,51.645231
"8000036","Bielefeld Hbf",8.532723,52.029268
"8003303","Klanxbüll",8.5492,54.853022
"8005276","Salzkotten",8.598766,51.672055
"8000070","Delmenhorst",8.630004,53.052762
"8005322","Scharmede",8.64551,51.711742
"8000162","Herford",8.663983,52.11987
"2207000","Paderborn Bus-/Hauptbahnhof",8.739762,51.713252
"8000732","Bad Oeynhausen",8.797518,52.205546
"8000050","Bremen Hbf",8.812952,53.083945
"8004343","Niebüll",8.834248,54.789433
"8000252","Minden(Westf)",8.935206,52.289883
"8000004","Altenbeken",8.943206,51.766208
"2205270","Diemelstadt-Wrexen Sägemühle",8.972924,51.503678
"2205271","Diemelstadt-Wrexen Papierfabrik Haupt",8.982615,51.506959
"2205272","Diemelstadt-Wrexen Papierfabrik Sprick",8.987217,51.507642
"2205852","Diemelstadt-Wrexen Orpethaler Straße",8.992512,51.508253
"2205853","Diemelstadt-Wrexen Ortsmitte",8.99626,51.508685
"2205260","Diemelstadt-Wrexen Grundschule",8.996548,51.50846
"2205261","Diemelstadt-Wrexen Kirche",8.998175,51.509359
"2205267","Diemelstadt-Wrexen Kindergarten",8.999083,51.509377
"2205259","Diemelstadt-Wrexen Trotzmühle",9.000449,51.5009
"2205262","Diemelstadt-Wrexen Bahnhof",9.003344,51.515426
"8006449","Willebadessen",9.01183,51.621787
"2244472","Warburg(W)-Scherfede Bahnhof",9.049279,51.525773
"8000181","Husum",9.05558,54.472194
"8000697","Bad Driburg(Westf)",9.05852,51.748849
"8000155","Heide(Holst)",9.101281,54.194365
"8001121","Brakel(Höxter)",9.180818,51.73043
"8000279","Nienburg(Weser)",9.217764,52.645568
"8006076","Verden(Aller)",9.237962,52.920674
"2209716","Höxter-Ottbergen Bahnhof",9.305732,51.711625
"2203502","Liebenau-Ostheim Dorfgemeinschaftshaus",9.317921,51.505062
"2203514","Liebenau-Ostheim Wiesenweg",9.319378,51.507291
"2203501","Liebenau-Lamerden",9.328511,51.525782
"2203805","Trendelburg-Eberschütz Pfarrhaus",9.359155,51.539787
"2203804","Trendelburg-Eberschütz Dorfgemeinschaftshaus",9.360081,51.541891
"2203783","Trendelburg-Eberschütz Schulbushaltestelle",9.362085,51.540497
"2203793","Trendelburg-Eberschütz Hof Lange",9.364558,51.544704
"2203818","Trendelburg-Langenthal Mitte",9.367551,51.610209
"2203819","Trendelburg-Langenthal Helmarshäuser Straße",9.369744,51.611467
"2203803","Trendelburg-Sielen Lehmkaute",9.376046,51.552992
"8002299","Godelheim",9.378751,51.727284
"2203802","Trendelburg-Sielen Mitte",9.381259,51.554566
"2209748","Beverungen-Wehrden",9.382662,51.709576
"2203801","Trendelburg-Sielen Bahnübergang",9.384316,51.542466
"2203814","Trendelburg Mühle Klieves",9.388604,51.597138
"2201371","Hofgeismar Autokühler",9.388918,51.502221
"2203397","Hofgeismar-Hümme Rotenberg",9.391732,51.542987
"8003578","Lauenförde-Beverungen",9.392613,51.658454
"2201348","Hofgeismar Von-Amelunxen-Straße",9.399436,51.50125
"2201339","Hofgeismar Friedhof Gesundbrunnen",9.400353,51.505754
"2201338","Hofgeismar Tageszentrum",9.401,51.50375
"2203415","Hofgeismar-Hümme Bahnunterführung",9.401198,51.541342
"2203800","Trendelburg-Deisel Langenthaler Strasse",9.401566,51.595862
"2201521","Trendelburg Sieler Feld",9.402186,51.56653
"2203412","Hofgeismar Ev. Altenhilfe",9.402645,51.501349
"2203423","Hofgeismar-Hümme Bahnhof",9.402852,51.542772
"2201342","Hofgeismar Bad am Park",9.402888,51.509053
"2201343","Hofgeismar Gesundbrunnen",9.403885,51.502455
"2201379","Hofgeismar Evangelische Akademie",9.405494,51.503956
"2203426","Hofgeismar-Hümme Schule",9.405782,51.54457
"2203419","Hofgeismar-Hümme Essestraße",9.406753,51.542035
"2203816","Trendelburg-Deisel Dorfplatz",9.407634,51.59232
"2203817","Trendelburg-Deisel Bremer Straße",9.409045,51.593399
"2203396","Hofgeismar Evangelisches Krankenhaus",9.410187,51.503336
"2203414","Hofgeismar-Hümme Am Anger",9.411643,51.540057
"2203416","Hofgeismar-Hümme Hauptstraße",9.411859,51.545774
"2203815","Trendelburg Lieber",9.417073,51.575088
"2203806","Trendelburg-Stammen B 83",9.417342,51.563636
"2203417","Hofgeismar-Schöneberg Brüder-Grimm-Straße",9.418079,51.51477
"2203413","Hofgeismar-Schöneberg Mitte",9.418709,51.519058
"2203788","Trendelburg Abzweig Herstelle",9.420012,51.621355
"2203820","Trendelburg Abzweig Wülmersen",9.424767,51.610712
"8002923","Höxter Rathaus",9.429091,51.738089
"2203807","Trendelburg Diemelbrücke",9.429118,51.574441
"2203808","Trendelburg Bahnhof",9.430386,51.575924
"2203789","Trendelburg Hof Dippel",9.430619,51.622452
"2203813","Trendelburg Schule",9.430745,51.577749
"2201424","Bad Karlshafen-Helmarshausen Gründefeld",9.431896,51.613858
"8000103","Flensburg",9.436876,54.774097
"2203042","Bad Karlshafen-Helmarshausen Birkenhof",9.441793,51.61865
"2203812","Trendelburg-Weiler Exen",9.442386,51.573119
"2203050","Bad Karlshafen Bahnhof",9.445829,51.646004
"2203051","Bad Karlshafen-Helmarshausen Kreisstraße",9.446476,51.626551
"2203043","Bad Karlshafen-Helmarshausen B 83",9.447159,51.625571
"2203040","Bad Karlshafen An der Saline",9.449604,51.645455
"2203049","Bad Karlshafen Hafenplatz",9.451196,51.642552
"2203041","Bad Karlshafen-Helmarshausen Krankenhaus",9.452292,51.630983
"2201422","Bad Karlshafen Brückenstraße",9.45249,51.644377
"2203046","Bad Karlshafen Gesamtschule",9.452832,51.640215
"2203044","Bad Karlshafen-Helmarshausen Parkplatz",9.453101,51.630614
"2201425","Bad Karlshafen Kurzentrum",9.456733,51.645806
"2201421","Bad Karlshafen Weser-Therme",9.457272,51.647406
"2203811","Trendelburg-Friedrichsfeld",9.46103,51.573793
"2203045","Bad Karlshafen-Helmarshausen Mitte",9.461165,51.630228
"2203052","Bad Karlshafen-Helmarshausen Bürgerhaus",9.464113,51.630264
"2201331","Hofgeismar-Hombressen Vogelpark",9.464949,51.501035
"2203048","Bad Karlshafen Graseweg",9.465084,51.637401
"2203430","Hofgeismar-Beberbeck Domäne",9.477552,51.534834
"8003780","Lüchtringen",9.485777,51.750252
"2201423","Bad Karlshafen Wiesenfeld",9.493966,51.649141
"2203810","Trendelburg-Gottsbüren Hofgeismarer Straße",9.49856,51.579097
"2203809","Trendelburg-Gottsbüren Sababurger Straße",9.501095,51.578342
"2203792","Trendelburg-Gottsbüren Langer Kamp",9.504879,51.581803
"2203431","Hofgeismar Naturschutzgebiet Urwald",9.506785,51.545118
"2203787","Trendelburg-Gottsbüren Abzw. Helmarshäuser Str.",9.507675,51.583727
"8003102","Itzehoe",9.51039,53.923394
"2201321","Hofgeismar-Sababurg Bensdorf",9.528665,51.55373
"2203433","Hofgeismar-Sababurg Tierpark",9.530004,51.546044
"2203439","Hofgeismar-Sababurg Gasthaus Arche",9.531442,51.547033
"8005362","Schleswig",9.53751,54.499746
"2203440","Hofgeismar-Sababurg Dornröschenschloss",9.53787,51.545963
"2203693","Oberweser-Gewissenruh",9.537888,51.626902
"2203681","Oberweser-Gieselwerder Neustadtstraße",9.544117,51.598424
"2203698","Reinhardswald Kühbacher Wiese",9.544306,51.503282
"2258313","Wahlsburg-Lippoldsberg Vor den Eichen",9.545429,51.623576
"2209274","Bodenfelde Schule",9.546769,51.645132
"2203682","Oberweser-Gieselwerder Rathaus",9.550293,51.599601
"2209277","Bodenfelde Amelither Straße",9.551668,51.64364
"2209276","Bodenfelde Raiffeisenstraße",9.553709,51.639505
"2203909","Wahlsburg-Lippoldsberg Kreissparkasse",9.554598,51.623144
"2203697","Reinhardswald Friedwald",9.558751,51.526735
"2203694","Oberweser-Gieselwerder Schule",9.559084,51.595754
"2209275","Bodenfelde Bahnhofstraße",9.559614,51.639307
"2209272","Bodenfelde Bahnhof",9.561152,51.637131
"2209278","Bodenfelde Lippoldsberger Straße",9.564253,51.62905
"2258315","Wahlsburg-Lippoldsberg Schule",9.56624,51.623872
"8000391","Holzminden",9.571723,51.768689
"2203905","Wahlsburg Lippoldsberg Abzw. Reha-Zentrum",9.573071,51.623702
"2201621","Oberweser-Oedelsheim Abzweig Berghof",9.585449,51.596851
"2203684","Oberweser-Gottstreu Mitte",9.586034,51.577731
"2203911","Wahlsburg-Lippoldsberg Reha-Zentrum",9.588452,51.613625
"2201622","Oberweser-Oedelsheim Schule",9.59327,51.592473
"2203692","Oberweser-Weißehütte Ort",9.593351,51.565281
"2203683","Oberweser-Oedelsheim Mitte",9.594852,51.590873
"2203695","Oberweser-Oedelsheim Göttinger Straße",9.599715,51.589021
"2203903","Wahlsburg-Vernawahlshausen Bahnhof",9.613181,51.628951
"2058303","Wahlsburg-Vernawahlshausen Friedhof",9.618134,51.625374
"2209259","Hann. Münden-Glashütte Bramburger Straße",9.619033,51.526942
"2258305","Wahlsburg-Vernawahlshausen Trift",9.621532,51.622533
"2258302","Wahlsburg-Vernawahlshausen Schwülmebrücke",9.621694,51.626983
"2209260","Hann. Münden-Bursfelde Klosterhof",9.625236,51.542646
"2203685","Oberweser-Arenborn",9.639394,51.600267
"2255230","Uslar-Fürstenhagen Sportplatzstraße",9.646019,51.575834
"2203690","Oberweser-Heisebeck Lichtenberg",9.652419,51.587691
"2203688","Oberweser-Heisebeck Kirche",9.6565,51.585569
"2203689","Oberweser-Heisebeck Hessenbachweg",9.65801,51.585048
"8000312","Rendsburg",9.670721,54.302595
"2209292","Uslar-Offensen Feuerwehr",9.676573,51.593048
"2209295","Uslar-Offensen Heisebecker Straße",9.677454,51.593489
"8004652","Offensen(Kr North)",9.678874,51.588868
"2209293","Uslar-Offensen Bahnhof",9.681122,51.588904
"8005665","Stadtoldendorf",9.718795,51.800241
"8003545","Langenhagen Mitte",9.727749,52.442259
"8000152","Hannover Hbf",9.741017,52.376755
"8000093","Elze(Han)",9.747201,52.120508
"2251903","Adelebsen Bahnhof",9.760955,51.580634
"2209723","Adelebsen-Lödingsen",9.790907,51.58921
"8003487","Hannover Messe/Laatzen",9.793406,52.316231
"8000483","Alfeld(Leine)",9.81738,51.981562
"2209754","Bovenden-Lenglern",9.871046,51.589111
"2253100","Göttingen Bahnhof/ZOB",9.911983,51.553334
"8000128","Göttingen",9.925673,51.536614
"8002553","Hamburg-Altona",9.935588,53.552571
"8000169","Hildesheim Hbf",9.953639,52.160492
"8000213","Kreiensen",9.966682,51.85343
"8000271","Neumünster",9.979725,54.0755
"2209727","Northeim Bahnhof",9.986602,51.703256
"8002548","Hamburg Dammtor",9.989578,53.560751
"8000147","Hamburg-Harburg",9.9916,53.456296
"8005179","Rot am See",10.030398,49.249399
"8006145","Wallhausen(Württ)",10.042066,49.211168
"8005297","Satteldorf",10.053095,49.175049
"8000067","Crailsheim",10.064655,49.137186
"8006730","Neu-Ulm",10.075811,48.418346
"8100065","Langen am Arlberg",10.121269,47.131477
"8000249","Memmingen",10.186846,47.985578
"8003065","Immenstadt",10.214002,47.559202
"8100064","St. Anton am Arlberg",10.264486,47.129679
"8001995","Fischen",10.271722,47.45659
"8005609","Sonthofen",10.272342,47.513411
"8004585","Oberstdorf",10.278104,47.411033
"8000139","Günzburg",10.278707,48.460227
"8000197","Kempten(Allgäu)Hbf",10.317423,47.711803
"8100063","Landeck-Zams",10.578811,47.148611
"8005907","Triesdorf",10.70155,49.175103
"8000534","Muhr a See",10.727799,49.148711
"8000385","Gunzenhausen",10.755827,49.120538
"8100062","Imst-Pitztal",10.76389,47.217873
"8000078","Donauwörth",10.77145,48.714019
"8100061","Ötztal",10.862142,47.239339
"8000013","Augsburg Hbf",10.885577,48.365444
"8000122","Treuchtlingen",10.908158,48.961267
"8100060","Telfs-Pfaffenhofen",11.079169,47.300313
"8002187","Garmisch-Partenkirchen",11.097022,47.49145
"8004506","Oberau",11.139271,47.559274
"8004185","Murnau",11.19299,47.682318
"8004043","Mittenwald",11.198096,47.415384
"8005927","Tutzing",11.272743,47.90659
"8100113","Seefeld in Tirol",11.304906,47.335011
"8100108","Innsbruck Hbf",11.400749,47.262891
"8000183","Ingolstadt Hbf",11.437964,48.744627
"8004158","München-Pasing",11.46148,48.149892
"8098262","München Hbf Gl.5-10",11.555373,48.140085
"8000261","München Hbf",11.558339,48.140229
"8000262","München Ost",11.604966,48.127437
"8004044","Mittenwald(Gr)",11.644573,47.079412
"8100102","Jenbach",11.777892,47.38891
"8100099","Wörgl Hbf",12.061151,47.491738
"8000309","Regensburg Hbf",12.099615,49.01167
"8000320","Rosenheim",12.119113,47.850129
"8100001","Kufstein",12.165668,47.583841
"8100058","Westendorf in Tirol",12.222947,47.441254
"8100366","Brixen im Thale",12.261862,47.449372
"8001787","Bad Endorf",12.301558,47.905062
"8100057","Kirchberg in Tirol",12.308705,47.449363
"8004885","Prien a Chiemsee",12.346612,47.855504
"8101044","Kitzbühel Hahnenkamm",12.389041,47.44272
"8100055","Kitzbühel",12.391387,47.453776
"8100054","St. Johann in Tirol",12.431956,47.518256
"8005940","Übersee",12.486601,47.822056
"8010297","Riesa",13.287944,51.309915
"8010085","Dresden Hbf",13.73203,51.040562
"8010089","Dresden-Neustadt",13.741783,51.06655
"5400019","Usti nad Labem hl.n.",14.081512,50.663636
"8010022","Bad Schandau",14.14058,50.918381
"5400003","Decin hl.n.",14.201527,50.774428
"8089126","Schöna(Gr)",14.222139,50.860059
"5400201","Praha-Holesovice",14.44002,50.110215
"5400014","Praha hl.n.",14.442357,50.083706
"8721390","Wissembourg(fr)",6.05499,48.970868
"8700019","Metz Ville",6.178628,49.110201
"8000175","Völklingen",6.848684,49.248787
"8700271","Forbach(F)",6.900264,49.189216
"8003796","Luisenthal(Saar)",6.90421,49.249587
"8002021","Forbach(fr)",6.930872,49.194816
"8001302","Burbach Mitte",6.938207,49.244572
"8005243","Saarbrücken-Burbach",6.957084,49.242162
"3011193","Saarbrücken Hauptbahnhof",6.991028,49.241057
"8005241","Saarbrücken Ost",7.019191,49.230144
"8005306","Schafbrücke",7.049628,49.228238
"3028252","Scheidt",7.057188,49.244473
"8100053","Fieberbrunn",12.534675,47.493293
"8000095","Straubing",12.575001,48.876796
"8100052","Hochfilzen",12.617799,47.470029
"8000116","Traunstein",12.638968,47.870157
"8100048","Zell am See",12.800801,47.324458
"8100049","Saalfelden",12.830178,47.425991
"8000301","Plattling",12.864112,48.779856
"8000738","Bad Reichenhall-Kirchberg",12.87409,47.718509
"8000737","Bad Reichenhall",12.882046,47.731489
"8000831","Bayerisch Gmain",12.895071,47.72037
"8004815","Piding",12.911539,47.759536
"8002570","Hammerau",12.946139,47.795888
"8000997","Bischofswiesen",12.96009,47.651962
"8000459","Ainring",12.964602,47.815332
"8000108","Freilassing",12.977268,47.837229
"8000885","Berchtesgaden Hbf",12.999058,47.626684
"8100002","Salzburg Hbf",13.044067,47.81366
"8101917","Salzburg Süd",13.077786,47.768039
"8100040","Hallein",13.099207,47.685995
"8100098","Dorfgastein",13.104061,47.243033
"8100097","Bad Hofgastein",13.104798,47.200344
"8100095","Bad Gastein",13.145555,47.119773
"8100044","Schwarzach-St.Veit",13.152504,47.317976
"8100041","Golling-Abtenau",13.165736,47.602296
"8100043","St. Johann im Pongau",13.196228,47.348468
"8100539","Werfen",13.201621,47.473076
"8100042","Bischofshofen",13.220238,47.416282
"8000298","Passau Hbf",13.450784,48.573626
"8100138","Radstadt",13.547427,47.456455
"8100507","Vöcklabruck",13.642632,47.988491
"8100017","Attnang-Puchheim",13.721395,48.011494
"8100137","Schladming",13.729135,47.478757
"8100014","Wels Hbf",14.026561,48.165866
"8100132","Stainach-Irdning",14.077494,47.521528
"8100131","Liezen",14.197662,47.536279
"8100013","Linz Hbf",14.291087,48.288964
"8100150","Selzthal",14.312292,47.550348
"8100012","Amstetten NÖ",14.877453,48.121918
"8596001","BASEL",7.588891,47.547849
"8500010","Basel SBB",7.588972,47.547291
"8004822","Pirmasens Hbf",7.598177,49.206044
"8004124","Müllheim(Baden)",7.599535,47.810028
"8006272","Weil am Rhein",7.606267,47.612472
"8000026","Basel Bad Bf",7.607805,47.567283
"8500023","Liestal",7.696267,47.481364
"8000718","Bad Krozingen",7.698335,47.920263
"8700023","Strasbourg",7.733878,48.585545
"8000008","Kehl(Gr)",7.799239,48.577743
"8003494","Lahr(Schwarzw)",7.834737,48.340436
"8000107","Freiburg(Breisgau) Hbf",7.841344,47.997885
"8500218","Olten",7.908017,47.351246
"8000290","Offenburg",7.946734,48.47647
"8700382","Wissembourg",7.952056,49.030592
"8007860","Schweighofen",7.996624,49.031995
"8007859","Kapsweyer",8.021821,49.038772
"8007858","Steinfeld(Pfalz)",8.039961,49.044885
"8003218","Kehl",8.05687,48.755936
"8007857","Schaidt(Pfalz)",8.079972,49.061281
"8006468","Winden(Pfalz)",8.122545,49.095198
"8000216","Landau(Pfalz)Hbf",8.126006,49.197441
"8000333","Hausach",8.181676,48.284919
"8000774","Baden-Baden",8.190467,48.790077
"8003172","Kandel",8.197335,49.079089
"8500309","Brugg AG",8.208329,47.481508
"8000306","Rastatt",8.215835,48.860696
"8003001","Hornberg(Schwarzw)",8.233076,48.211549
"8005902","Triberg",8.236807,48.140004
"8003480","Kuppenheim",8.255531,48.834403
"8003125","Jockgrim Bf",8.272296,49.092294
"8006531","Wörth(Rhein) Zügelstraße",8.272566,49.062279
"8000254","Wörth(Rhein)",8.27271,49.045874
"8005072","Rheinzabern Alte Römerstraße",8.273312,49.105904
"8005071","Rheinzabern Rappengasse",8.273941,49.114354
"8005069","Rheinzabern Bf",8.274391,49.120323
"8005214","Rülzheim Freizeitzentrum",8.283659,49.146194
"8005217","Rülzheim Bf",8.288603,49.159983
"8084067","Maximiliansau West",8.291794,49.038934
"8000863","Bellheim Bf",8.294715,49.188074
"8003923","Maximiliansau Eisenbahnstraße",8.299291,49.036876
"8000861","Bellheim Am Mühlbuckel",8.306572,49.189405
"8503504","Baden(CH)",8.307777,47.477202
"8084068","Maxau",8.307992,49.035905
"8002167","Gaggenau Bf",8.320047,48.80508
"8002248","Gernsbach Bf",8.336344,48.767865
"8079128","Karlsruhe-Kniel. Rheinbergstr.",8.336461,49.035078
"723871","Knielingen Eggensteiner Straße, Karlsruhe",8.340039,49.031105
"8003186","Karlsruhe-Knielingen",8.341163,49.0267
"8005644","St Georgen(Schwarzw)",8.342214,48.124048
"721509","Knielingen Herweghstraße, Karlsruhe",8.342268,49.028624
"8002910","Hörden",8.345019,48.788018
"721520","Knielingen Siemens, Karlsruhe",8.345423,49.025118
"721416","Mühlburg West, Karlsruhe",8.348956,49.02119
"8004961","Raumünzach",8.350691,48.640335
"721445","Starckstraße, Karlsruhe",8.351186,49.018718
"8003187","Karlsruhe-Mühlburg",8.351779,49.015302
"721401","Lameyplatz, Karlsruhe",8.354341,49.015212
"8079126","Karlsruhe Entenfang",8.358799,49.010259
"8005602","Sondernheim",8.360166,49.195427
"8002022","Forbach(Schwarzw)",8.361397,48.680651
"8002241","Germersheim Süd/Nolte",8.361703,49.205423
"8003183","Karlsruhe West",8.362197,49.003121
"721426","Philippstraße, Karlsruhe",8.364031,49.010106
"8000376","Germersheim",8.364858,49.225991
"721381","Händelstraße, Karlsruhe",8.367465,49.010007
"8005409","Schönmünzach",8.370117,48.604764
"8000782","Baiersbronn Bf",8.371654,48.504274
"721470","Yorckstraße, Karlsruhe",8.372553,49.009872
"8079144","Karlsruhe Mühlburger Tor",8.37943,49.009674
"8002239","Germersheim Mitte/Rhein",8.38361,49.224957
"723602","Albtalbahnhof, Karlsruhe",8.386765,48.997296
"721358","Europapl./PostGalerie (Kaiserstr), Karlsruhe",8.389749,49.009387
"8079045","Karlsruhe Albtalbf",8.396015,48.993719
"721376","Herrenstraße, Karlsruhe",8.396698,49.009189
"8079041","Karlsruhe Bahnhofsvorplatz",8.399215,48.994348
"723869","Poststraße, Karlsruhe",8.399314,48.9954
"721450","Tivoli, Karlsruhe",8.399494,48.997512
"721465","Werderstraße, Karlsruhe",8.399583,48.998564
"721759","Rüppurrer Tor, Karlsruhe",8.399763,49.000676
"8003343","Klosterreichenbach",8.39979,48.52743
"721393","Kronenplatz (Fritz-Erler-Str.), Karlsruhe",8.399943,49.00278
"8000191","Karlsruhe Hbf",8.400375,48.993539
"8079035","Karlsruhe Marktplatz (Kaiserstraße)",8.403575,49.008991
"721394","Kronenplatz (Kaiserstr.), Karlsruhe",8.410451,49.008802
"8002091","Freudenstadt Stadt",8.410649,48.467778
"8005067","Rheinsheim",8.415656,49.229101
"8079125","Karlsruhe Durlacher Tor",8.417877,49.008811
"8002090","Freudenstadt Schulzentrum",8.418829,48.467913
"8002087","Freudenstadt Industriegebiet",8.42363,48.464047
"8000110","Freudenstadt Hbf",8.42843,48.460173
"723616","Gottesauer Platz/BGV, Karlsruhe",8.433563,49.006393
"723632","Tullastraße/Verkehrsbetriebe, Karlsruhe",8.438857,49.005584
"721461","Weinweg, Karlsruhe",8.444179,49.004766
"8004813","Philippsburg(Baden)",8.45324,49.231978
"8003185","Karlsruhe-Hagsfeld",8.453896,49.026934
"8003184","Karlsruhe-Durlach",8.462364,49.001971
"8001009","Blankenloch",8.464683,49.06636
"8000366","Villingen(Schwarzw)",8.465268,48.058022
"724002","Durlach Hubstraße, Karlsruhe",8.472324,49.003238
"724001","Durlach Hubstraße, Karlsruhe",8.472702,49.003283
"8003033","Huttenheim",8.472783,49.196911
"8002116","Friedrichstal(Baden)",8.476702,49.11012
"8000131","Graben-Neudorf",8.490554,49.162284
"8000381","Grötzingen",8.493053,49.005881
"8002345","Graben-Neudorf Nord",8.493296,49.17646
"8000077","Donaueschingen",8.497755,47.948165
"8006417","Wiesental",8.502474,49.225955
"8079057","Grötzingen Oberausstraße",8.504497,49.005279
"8006137","Waghäusel",8.508146,49.247933
"8007861","Grötzingen Krappmühlenweg",8.512182,49.005782
"8007863","Berghausen Pfinzbrücke",8.518691,49.006258
"8006287","Weingarten(Baden)",8.521082,49.058917
"8070020","Hummelberg",8.526376,49.009719
"8000893","Berghausen(Baden)",8.53017,49.005755
"8007864","Berghausen Am Stadion",8.536579,49.001872
"8007866","Söllingen Reetzstr.",8.54048,48.991831
"8503000","Zürich HB",8.540534,47.378968
"8596008","ZÜRICH",8.540534,47.378968
"8005585","Söllingen(b Karlsr)",8.543186,48.988055
"8005990","Untergrombach",8.54813,49.087647
"8003181","Karlsdorf",8.548715,49.144261
"8070865","Söllingen Kapellenstraße",8.551753,48.981376
"8003331","Kleinsteinbach",8.554701,48.967003
"8001214","Bruchsal Am Mantel",8.557928,49.139982
"8079058","Jöhlingen West",8.569839,49.031006
"8001212","Bruchsal Sportzentrum",8.572752,49.133069
"8006440","Wilferdingen-Singen",8.57375,48.953663
